|trigger_num|name       |t90     |t90_error|fluence_2 |fluence_2_error|fluence_3 |fluence_3_error|
|      03415|4B 950211- |  54.336|    0.264|4.8589e-06|     4.0830e-08|1.2501e-05|     9.9151e-08|
|      07845|GRB 991108 |  81.344|    7.168|5.4257e-07|     1.8450e-08|2.9245e-06|     5.3371e-08|
|      06757|GRB 980513 |   2.432|    1.620|6.7822e-08|     7.1353e-09|2.7807e-07|     2.2026e-08|
|      05527|4B 960703- |   0.820|    0.008|7.5466e-08|     4.2096e-09|7.9500e-07|     1.3843e-08|
|      03319|4B 941214  | 206.272|    5.889|1.7383e-07|     9.2172e-09|5.7123e-07|     2.6957e-08|
|      01525|4B 920329  |        |         |          |               |          |               |
|      06609|GRB 980219 |        |         |          |               |          |               |
|      02539|4B 930925  |        |         |          |               |          |               |
|      05304|4B 960322- |  22.784|    0.326|6.9442e-06|     3.6400e-08|2.5872e-05|     1.0651e-07|
|      06109|GRB 970302-|  55.296|    4.465|          |               |          |               |
|      07667|GRB 990722-|        |         |          |               |          |               |
|      07843|GRB 991107 | 102.272|   23.768|9.9718e-07|     4.1647e-08|2.8911e-06|     1.2136e-07|
|      06299|GRB 970708-|   0.202|    0.019|2.7070e-08|     4.0207e-09|9.3573e-08|     1.1437e-08|
|      05647|GRB 961027-|   1.088|    0.326|2.1125e-08|     3.5904e-09|1.9400e-07|     1.0993e-08|
|      07030|GRB 980829 |  47.744|    3.522|3.8862e-07|     2.2914e-08|9.6417e-07|     7.7366e-08|
|      02996|4B 940527- |  50.848|    5.033|6.7275e-07|     3.7165e-08|7.5761e-07|     8.3382e-08|
|      03308|4B 941203  |   0.512|    0.091|1.0687e-08|     3.4509e-09|4.7420e-08|     9.5067e-09|
|      01279|4B 920105  |  37.760|    1.494|4.2626e-07|     1.7883e-08|8.0718e-07|     4.3640e-08|
|      05478|4B 960530  | 296.960|    2.753|2.1314e-06|     5.4954e-08|5.8728e-06|     1.6364e-07|
|      07063|GRB 980904-|   0.128|    0.091|2.2415e-08|     3.7958e-09|2.1389e-07|     1.1805e-08|
|      06657|GRB 980325-|  42.368|    1.350|1.2281e-06|     2.8634e-08|2.5087e-06|     7.9737e-08|
|      05753|GRB 970108 |        |         |          |               |          |               |
|      05729|GRB 961228-|  52.992|    0.716|3.3768e-06|     3.2377e-08|6.4036e-06|     8.3569e-08|
|      03634|4B 950608  | 142.048|    1.094|2.6416e-06|     6.0216e-08|1.0621e-05|     1.7662e-07|
|      07635|GRB 990706-| 124.160|    1.404|7.7125e-07|     4.4353e-08|3.6207e-06|     1.3587e-07|
|      05693|GRB 961125 | 355.072|   12.710|          |               |          |               |
|      07656|GRB 990716-|  60.096|    4.226|9.5258e-08|     1.2936e-08|8.1046e-07|     4.3092e-08|
|      00472|4B 910701  |  82.176|    5.724|1.0918e-06|     7.7908e-08|1.9800e-06|     2.3103e-07|
|      00606|4B 910802- |  20.736|    0.373|4.9968e-07|     1.8800e-08|1.3476e-06|     4.4713e-08|
|      03803|4B 950917- |   0.015|    0.001|          |               |          |               |
|      07650|GRB 990713-|        |         |          |               |          |               |
|      06157|GRB 970404-|  10.240|    1.448|          |               |          |               |
|      02067|4B 921123- |  30.848|    0.516|9.5794e-06|     3.6575e-08|4.3827e-05|     1.1193e-07|
|      01153|4B 911208- |   9.024|    5.924|1.1463e-07|     1.6409e-08|1.6737e-07|     3.9948e-08|
|      06707|GRB 980425 |  34.880|    3.781|8.0990e-07|     2.1632e-08|1.6655e-06|     6.6237e-08|
|      06433|GRB 971014 |   0.192|    0.091|          |               |          |               |
|      06585|GRB 980202 |  17.536|    1.690|5.6236e-07|     2.3301e-08|1.3782e-06|     7.0483e-08|
|      00142|4B 910502- |        |         |1.3259e-06|     1.7685e-08|4.3792e-06|     3.8644e-08|
|      05648|GRB 961029-|  40.448|    4.868|2.0511e-06|     1.9559e-07|4.4113e-06|     4.9077e-07|
|      07430|GRB 990226-|   3.904|    0.962|7.5234e-08|     2.4431e-08|3.6607e-07|     7.2525e-08|
|      06602|GRB 980215 |  39.680|    3.840|3.9153e-07|     1.9022e-08|1.6007e-06|     5.9854e-08|
|      07227|GRB 981124 |   0.092|    0.042|1.1659e-08|     3.3850e-09|8.0677e-08|     1.0123e-08|
|      07191|GRB 981105 |  44.928|   19.191|1.8076e-08|     4.1409e-09|1.2317e-07|     1.3669e-08|
|      06125|GRB 970315-|1307.008|   19.459|          |               |          |               |
|      02232|4B 930310  |  56.512|    3.265|1.4524e-06|     2.0973e-08|4.9951e-06|     5.9046e-08|
|      03770|4B 950830- |   0.544|    0.036|4.0228e-08|     3.7424e-09|2.8123e-07|     1.1628e-08|
|      06784|GRB 980526 |        |         |          |               |          |               |
|      03227|4B 941008  | 115.328|    0.181|9.4723e-06|     5.2212e-08|3.2147e-05|     1.3686e-07|
|      05562|4B 960804- |   0.160|    0.036|9.3716e-09|     1.6986e-09|9.0508e-08|     5.7286e-09|
|      06802|GRB 980601 |  31.296|    5.326|4.3373e-07|     1.6535e-08|1.0025e-06|     5.2317e-08|
|      07975|GRB 000131 |        |         |          |               |          |               |
|      02090|4B 921209- |  38.144|    0.143|2.1015e-06|     1.9944e-08|6.8052e-06|     5.5375e-08|
|      06528|GRB 971210-|  15.680|    3.603|8.6127e-07|     1.6544e-08|2.5507e-06|     5.1177e-08|
|      01614|4B 920520- | 215.040|    4.236|9.1477e-07|     3.1083e-08|2.1809e-06|     7.8009e-08|
|      02496|4B 930820  |  36.512|    3.083|4.3780e-08|     2.4493e-08|2.6184e-07|     5.7350e-08|
|      01872|4B 920824  |        |         |          |               |          |               |
|      07292|GRB 981231-|   0.262|    0.037|1.8008e-08|     3.0382e-09|1.6684e-07|     9.9459e-09|
|      06349|GRB 970827 |  82.688|    3.447|1.9329e-06|     4.1821e-08|8.3932e-06|     1.2840e-07|
|      01430|4B 920222  |        |         |6.4856e-08|     6.3439e-09|7.9055e-08|     1.7223e-08|
|      05451|4B 960430  |  24.512|    0.834|1.4155e-06|     2.0478e-08|4.2462e-06|     5.4259e-08|
|      01042|4B 911111- |  25.024|    1.319|7.2869e-07|     3.3484e-08|7.2291e-07|     7.5863e-08|
|      00630|4B 910805  |  18.176|    1.448|3.5068e-07|     2.3899e-08|6.2958e-07|     7.2226e-08|
|      03796|4B 950914- |        |         |          |               |          |               |
|      01321|4B 920130- |        |         |2.9714e-06|     3.1036e-08|4.4183e-06|     7.2446e-08|
|      01453|4B 920229- |   0.192|    0.453|6.0954e-08|     2.6477e-09|4.0690e-07|     9.9032e-09|
|      03379|4B 950129- |   0.608|    0.051|2.9937e-08|     3.9005e-09|1.8026e-07|     1.1496e-08|
|      00219|4B 910522  |  29.696|    1.414|4.2219e-06|     4.0734e-08|1.0534e-05|     8.7486e-08|
|      00229|4B 910526- |   0.448|    0.091|1.1202e-08|     2.4303e-09|5.4209e-08|     7.2257e-09|
|      02663|4B 931128- |  12.224|    1.581|4.5938e-07|     2.7590e-08|9.1444e-07|     7.2465e-08|
|      02443|4B 930711- |  28.896|    1.541|1.4140e-06|     3.8524e-08|4.1455e-06|     9.9885e-08|
|      01204|4B 911223  |   3.712|    1.549|1.0667e-07|     1.0522e-08|2.4524e-07|     2.1963e-08|
|      05561|4B 960803- |   0.104|    0.011|1.1974e-07|     3.3356e-09|2.2166e-07|     7.2331e-09|
|      06678|GRB 980404-|   8.192|    2.721|1.1098e-07|     1.2144e-08|2.0105e-07|     3.5260e-08|
|      01690|4B 920708  |   3.200|    2.382|          |               |          |               |
|      03096|4B 940726  |   6.976|    0.320|6.8020e-07|     2.4405e-08|1.6213e-06|     6.7075e-08|
|      02693|4B 931215- |   0.188|    0.122|5.6075e-09|     1.6874e-09|4.3321e-08|     5.2762e-09|
|      03110|4B 940806- |  10.176|    0.389|6.1706e-07|     8.4086e-08|4.8934e-06|     2.1654e-07|
|      03405|4B 950206- |  67.392|   19.245|3.0067e-07|     1.9368e-08|1.9806e-06|     5.8280e-08|
|      07449|GRB 990305-|   0.987|    0.705|4.7224e-08|     4.3039e-09|1.2762e-07|     1.1705e-08|
|      01051|4B 911113  |   0.320|    0.320|9.3993e-09|     1.7686e-09|2.2061e-08|     4.0571e-09|
|      03651|4B 950627  |        |         |          |               |          |               |
|      02495|4B 930819  |  38.080|    1.042|2.9273e-07|     2.2952e-08|1.5099e-06|     5.6074e-08|
|      03330|4B 941228  |  61.952|    1.921|1.6962e-06|     3.5642e-08|8.9963e-06|     9.0814e-08|
|      03871|4B 951016- |  44.096|    1.581|5.4370e-07|     2.3734e-08|1.2413e-06|     6.7601e-08|
|      03099|4B 940728- |  31.232|    2.409|          |               |          |               |
|      07386|GRB 990213-|  20.608|    9.865|1.0105e-07|     1.5992e-08|5.7091e-07|     4.7345e-08|
|      02461|4B 930724- |        |         |          |               |          |               |
|      01601|4B 920511- |  48.512|    4.608|3.6273e-07|     2.0486e-08|3.4398e-06|     5.5875e-08|
|      05649|GRB 961029-|        |         |          |               |          |               |
|      01551|4B 920413  |  29.440|    0.500|1.4195e-07|     1.6763e-08|1.1184e-06|     4.3547e-08|
|      00981|4B 911101  |        |         |1.1122e-07|     1.4418e-08|1.3672e-07|     3.1142e-08|
|      02163|4B 930204- |   0.391|    0.023|1.7620e-08|     3.1063e-09|8.6550e-08|     8.5617e-09|
|      01518|4B 920325- |   1.088|    0.264|5.7007e-08|     9.7416e-09|4.6390e-07|     2.8308e-08|
|      03082|4B 940715- |        |         |          |               |          |               |
|      02280|4B 930401- |        |         |          |               |          |               |
|      03361|4B 950117- |        |         |          |               |          |               |
|      05574|4B 960814  | 119.808|   12.936|1.0686e-06|     3.1310e-08|3.0637e-06|     8.3946e-08|
|      02707|4B 931225- |        |         |          |               |          |               |
|      06417|GRB 971008 |        |         |          |               |          |               |
|      03149|4B 940901  |        |         |          |               |          |               |
|      02056|4B 921115  |   1.792|    0.389|7.0865e-08|     1.6541e-08|1.0522e-07|     4.1149e-08|
|      01734|4B 920802  |  46.720|    2.817|3.5116e-07|     1.6279e-08|6.3000e-07|     4.0355e-08|
|      02494|4B 930817  |        |         |          |               |          |               |
|      06638|GRB 980312 |   3.072|    1.090|6.4494e-08|     6.5311e-09|4.2714e-07|     2.3094e-08|
|      03250|4B 941018- |        |         |          |               |          |               |
|      06632|GRB 980309-|  10.688|    4.436|1.3050e-07|     1.5978e-08|2.7888e-07|     5.4648e-08|
|      02940|4B 940419- |        |         |          |               |          |               |
|      05277|4B 960319  |   0.496|    0.023|7.5374e-08|     4.1403e-09|5.8295e-07|     1.3867e-08|
|      03895|4B 951104- |   0.768|    0.091|1.4285e-08|     3.5637e-09|5.9184e-08|     1.0079e-08|
|      07548|GRB 990505 |  13.888|    1.793|7.7197e-07|     1.5941e-08|2.0660e-06|     4.1756e-08|
|      06917|GRB 980712-|   4.416|    0.389|2.1807e-07|     9.0092e-09|7.1111e-07|     2.6056e-08|
|      03001|4B 940529- |  29.696|    1.094|1.0010e-06|     2.7886e-08|3.2123e-06|     6.9654e-08|
|      07831|GRB 991030 |  72.320|    9.913|1.6570e-06|     5.2037e-08|2.7822e-06|     1.5100e-07|
|      06353|GRB 970831 | 114.496|    1.319|5.8860e-06|     4.7396e-08|1.6054e-05|     1.4329e-07|
|      07493|GRB 990328 | 219.584|   25.075|7.9966e-07|     4.8401e-08|1.2698e-06|     1.4311e-07|
|      07508|GRB 990404-|   0.384|    0.143|1.1109e-08|     3.1705e-09|4.9576e-08|     9.4291e-09|
|      03580|4B 950517  |  25.504|    3.912|          |               |          |               |
|      07605|GRB 990611-|  16.320|    0.143|1.6236e-06|     2.3429e-08|3.4865e-06|     5.7251e-08|
|      07794|GRB 991009 | 131.648|    1.770|5.3454e-06|     5.0561e-08|1.6410e-05|     1.5782e-07|
|      02588|4B 931016- |        |         |          |               |          |               |
|      03043|4B 940623- |   0.104|    0.018|7.3026e-09|     1.6821e-09|2.0493e-08|     4.7137e-09|
|      02290|4B 930406- |        |         |4.9219e-07|     2.6792e-07|8.5735e-07|     7.4324e-07|
|      02633|4B 931113- |   1.408|    0.091|1.3358e-08|     1.8167e-08|2.3347e-07|     5.2578e-08|
|      02294|4B 930408  |        |         |          |               |          |               |
|      02436|4B 930709- |  33.280|    0.091|1.4350e-06|     2.7326e-08|6.8400e-06|     7.3077e-08|
|      08089|GRB 000502 |   0.123|    0.034|9.7126e-09|     3.3919e-09|9.1791e-08|     9.4476e-09|
|      03289|4B 941121- |        |         |          |               |          |               |
|      02323|4B 930502  |        |         |          |               |          |               |
|      03515|4B 950420  |  26.816|   10.049|1.8626e-07|     1.1913e-08|3.8244e-07|     3.0096e-08|
|      02799|4B 940206- |   3.214|    0.198|5.2590e-07|     1.8564e-08|1.3405e-06|     5.2886e-08|
|      06930|GRB 980718-|  36.800|    0.643|1.4819e-06|     2.8419e-08|2.7497e-06|     9.5663e-08|
|      08059|GRB 000331-|  78.656|    4.416|2.1854e-07|     1.0190e-08|4.8315e-07|     2.7774e-08|
|      06271|GRB 970614-|  60.096|    6.080|2.1417e-07|     2.4556e-08|5.9656e-07|     8.1046e-08|
|      03119|4B 940812- |  35.584|    0.590|7.3252e-07|     3.5228e-08|1.2238e-06|     8.9227e-08|
|      01655|4B 920618  |  67.136|    4.926|4.9303e-07|     1.9247e-08|5.9326e-07|     4.7774e-08|
|      00550|4B 910718- |        |         |1.1463e-07|     1.4015e-08|1.4963e-07|     3.5216e-08|
|      02560|4B 931003  |  17.792|    0.810|3.0707e-07|     3.1762e-08|1.7730e-06|     8.0139e-08|
|      05448|4B 960426  |   0.896|    0.059|1.1487e-08|     3.1375e-09|2.1592e-07|     1.0644e-08|
|      01501|4B 920320- |        |         |          |               |          |               |
|      07519|GRB 990414 |        |         |          |               |          |               |
|      01167|4B 911213  |  24.576|    2.473|9.6625e-08|     1.2405e-08|2.2754e-07|     3.3916e-08|
|      02166|4B 930205  |        |         |          |               |          |               |
|      02051|4B 921112- |        |         |          |               |          |               |
|      03014|4B 940604- |        |         |          |               |          |               |
|      01603|4B 920511- |  11.264|    2.639|          |               |          |               |
|      05513|4B 960623- |  16.992|    1.208|1.4332e-07|     2.6755e-08|3.4017e-07|     7.6164e-08|
|      07899|GRB 991210-|        |         |3.2943e-09|     3.0756e-09|4.2179e-08|     9.6193e-09|
|      03711|4B 950728  |   9.984|    1.409|          |               |          |               |
|      06960|GRB 980802-|        |         |          |               |          |               |
|      06629|GRB 980306-| 239.552|    1.548|4.8044e-06|     5.8538e-08|1.8303e-05|     1.5767e-07|
|      07898|GRB 991210-|        |         |          |               |          |               |
|      06375|GRB 970910-|  31.104|    4.672|1.2834e-07|     1.1224e-08|5.2046e-07|     3.5558e-08|
|      05454|4B 960508- |  35.872|    2.450|5.3097e-07|     2.4894e-08|1.1550e-06|     7.2085e-08|
|      00871|4B 911006  |        |         |6.9164e-07|     3.0386e-08|1.9374e-06|     1.0648e-07|
|      06278|GRB 970624 |   0.192|    0.091|0.0000e+00|     4.4428e-09|3.1541e-08|     1.5219e-08|
|      00108|4B 910424  |   3.136|    0.590|1.4947e-08|     5.2203e-09|3.1987e-08|     1.2363e-08|
|      02945|4B 940424  |   3.392|    0.143|2.3468e-07|     1.4764e-08|1.6338e-07|     3.6634e-08|
|      06440|GRB 971020 |  13.376|    0.962|4.5217e-07|     2.1173e-08|8.0936e-07|     5.8709e-08|
|      03130|4B 940821- |  18.496|    1.305|4.1157e-07|     2.8681e-08|4.3369e-07|     6.8557e-08|
|      07584|GRB 990527-|   0.420|    0.128|4.5052e-09|     3.0965e-09|3.3357e-08|     9.4887e-09|
|      01467|4B 920307  |  26.816|    1.605|9.7816e-07|     1.5038e-08|2.8801e-06|     4.0311e-08|
|      05421|4B 960414  | 266.752|    0.771|2.4214e-06|     5.1467e-08|8.3618e-06|     1.5692e-07|
|      06909|GRB 980707-|        |         |          |               |          |               |
|      08104|GRB 000513-|   0.384|    0.091|4.5650e-08|     3.8058e-09|3.8175e-07|     1.1093e-08|
|      02268|4B 930326- |   1.954|    0.129|1.1541e-07|     1.5122e-08|4.3872e-07|     3.7434e-08|
|      01157|4B 911209- | 170.560|    2.318|1.9944e-06|     1.9464e-08|6.8768e-06|     5.8786e-08|
|      06454|GRB 971029-| 616.256|    5.124|1.0528e-05|     1.1639e-07|4.0719e-05|     3.1085e-07|
|      06531|GRB 971212 |  16.064|    1.319|5.5773e-07|     2.5113e-08|9.4369e-07|     7.9867e-08|
|      06671|GRB 980331-|   0.256|    0.091|3.3646e-08|     3.9968e-09|2.0479e-07|     1.2200e-08|
|      00160|4B 910507  |  17.024|    1.374|8.3949e-07|     1.7863e-08|3.0642e-06|     5.3497e-08|
|      01606|4B 920513  |  88.576|    0.286|8.8182e-06|     3.6220e-08|2.6409e-05|     9.5069e-08|
|      03906|4B 951113  |  20.736|    3.662|9.6147e-07|     1.8912e-08|1.9578e-06|     4.6777e-08|
|      05503|4B 960617- | 200.032|    8.637|4.8244e-07|     5.1164e-08|4.2215e-07|     1.1756e-07|
|      08080|GRB 000420-|        |         |          |               |          |               |
|      01700|4B 920714- |  23.744|    5.443|2.0397e-07|     1.1543e-08|6.6575e-07|     3.1498e-08|
|      05602|GRB 960912-|        |         |          |               |          |               |
|      01815|4B 920814- |  19.776|    0.466|1.5042e-06|     2.9051e-08|4.4535e-06|     7.0549e-08|
|      02405|4B 930621- |  64.014|    9.926|1.9809e-07|     2.3728e-08|8.3646e-07|     6.4476e-08|
|      07657|GRB 990716-|  51.840|    1.032|1.4707e-06|     2.9504e-08|3.2333e-06|     7.8841e-08|
|      06153|GRB 970403-|   1.344|    0.326|1.9735e-08|     4.6381e-09|9.3299e-08|     1.3497e-08|
|      07206|GRB 981110 |  20.544|    6.618|2.1067e-07|     1.1261e-08|5.3816e-07|     3.3032e-08|
|      02191|4B 930214- |  25.280|    3.051|2.7276e-07|     2.3199e-08|1.0216e-06|     5.7145e-08|
|      02353|4B 930526  |   1.008|    0.040|2.9384e-08|     3.2445e-09|1.6869e-07|     9.0495e-09|
|      06206|GRB 970424-|   6.464|    1.921|1.3339e-07|     4.9693e-09|1.0211e-07|     1.0958e-08|
|      02640|4B 931117  |  25.984|    2.503|2.7702e-07|     2.0639e-08|5.5322e-07|     5.6775e-08|
|      02678|4B 931205- |        |         |          |               |          |               |
|      07352|GRB 990126-|        |         |1.0808e-07|     1.1247e-08|3.4655e-07|     3.4689e-08|
|      02995|4B 940527- |   0.704|    0.136|2.4296e-08|     3.2759e-09|1.2808e-07|     9.0787e-09|
